Ticker,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
TD,2021-01-31,CAD,10714000000,10714000000,0,0,5684000000,3936000000,0,-5030000000,0,5635000000,7215000000,1580000000,0,0,0,55213,3935000000,827000000,0,3277000000,0,6262944787,6263000000,3277000000
TD,2020-10-31,CAD,11028000000,11750000000,722000000,722000000,6338000000,3511000000,0,-4690000000,0,6367000000,7360000000,1397000000,0,0,0,55131,4588000000,-202000000,0,5143000000,0,6973944869,6974000000,5143000000
TD,2020-07-31,CAD,11032000000,11032000000,0,0,4276000000,3855000000,0,-6756000000,0,6483000000,7707000000,1583000000,0,0,0,52750,2365000000,445000000,0,2248000000,0,4778947250,4779000000,2248000000
TD,2020-04-30,CAD,10434000000,10434000000,2963000000,2963000000,4728000000,3598000000,0,-5706000000,0,6460000000,9007000000,2963000000,0,0,0,51116,1518000000,250000000,0,1515000000,0,5236948884,5237000000,1515000000
TD,2020-01-31,CAD,10680000000,10680000000,4093000000,4093000000,7741000000,3813000000,0,-2939000000,0,6301000000,9859000000,4093000000,0,0,0,47300,3443000000,659000000,0,2989000000,0,8233952700,8234000000,2989000000
TD,2019-10-31,CAD,10254000000,10254000000,4363000000,4363000000,7865000000,3449000000,0,-2389000000,0,6175000000,10091000000,4363000000,0,0,0,46467,3201000000,646000000,0,2856000000,0,8241953533,8242000000,2856000000
TD,2019-07-31,CAD,10415000000,10415000000,4620000000,4620000000,8681000000,3561000000,0,-1734000000,0,6024000000,10261000000,4620000000,0,0,0,44646,3758000000,813000000,0,3248000000,0,9025955354,9026000000,3248000000
TD,2019-04-30,CAD,10145000000,10145000000,4401000000,4401000000,8346000000,3467000000,0,-1799000000,0,5872000000,9889000000,4401000000,0,0,0,40963,3679000000,773000000,0,3172000000,0,8689959037,8690000000,3172000000
TD,2019-01-31,CAD,9915000000,9915000000,4684000000,4684000000,7579000000,3554000000,0,-2336000000,0,5860000000,10544000000,4684000000,0,0,0,40374,2591000000,503000000,0,2410000000,0,7917959626,7918000000,2392000000
TD,2018-10-31,CAD,10045000000,10045000000,4238000000,4238000000,7871000000,3364000000,0,-2174000000,0,0,0,4238000000,0,0,0,366000000,3416000000,691000000,0,1710448515,0,7871000000,8237000000,2942000000
TD,2018-07-31,CAD,9814000000,9814000000,3856000000,3856000000,7648000000,3267000000,0,-2166000000,0,0,0,3856000000,0,0,0,336000000,3580000000,705000000,0,2387176136,0,7648000000,7984000000,3087000000
TD,2018-04-30,CAD,9391000000,9391000000,3211000000,3211000000,6855000000,3055000000,0,-2536000000,0,0,0,3211000000,0,0,0,356000000,3531000000,746000000,0,2271028037,0,6855000000,7211000000,2898000000
TD,2018-01-31,CAD,9278000000,9278000000,2878000000,2878000000,6253000000,3135000000,0,-3025000000,0,0,0,2878000000,0,0,0,333000000,3246000000,1040000000,0,1910678035,0,6253000000,6586000000,2335000000
TD,2017-10-31,CAD,8992000000,8992000000,-204000000,-204000000,5873000000,3042000000,0,-3323000000,0,0,0,2556000000,0,0,0,332000000,3249000000,640000000,0,1542918091,0,5873000000,6205000000,2677000000
TD,2017-07-31,CAD,9210000000,9210000000,2357000000,2357000000,5857000000,3046000000,0,-3353000000,0,0,0,2357000000,0,0,0,337000000,3407000000,760000000,0,12488180143,0,5857000000,6194000000,2740000000
TD,2017-04-30,CAD,8391000000,8391000000,2086000000,2086000000,4818000000,3016000000,0,-3573000000,0,0,0,2086000000,0,0,0,320000000,2649000000,257000000,0,-7427819604,0,4818000000,5138000000,2475000000
TD,2017-01-31,CAD,9038000000,9038000000,1986000000,1986000000,5086000000,3160000000,0,-3952000000,0,0,0,1986000000,0,0,0,318000000,3016000000,596000000,0,1943975441,0,5086000000,5404000000,2504000000
TD,2016-10-31,CAD,8667000000,8667000000,1804000000,1804000000,4633000000,2906000000,0,-4034000000,0,0,0,1804000000,0,0,0,350000000,2764000000,555000000,0,4969190021,0,4633000000,4983000000,2274000000
TD,2016-07-31,CAD,8624000000,8624000000,1671000000,1671000000,4576000000,3018000000,0,-4048000000,0,0,0,1671000000,0,0,0,334000000,2813000000,576000000,0,0,0,4576000000,4910000000,2329000000
TD,2016-04-30,CAD,8179000000,8179000000,1590000000,1590000000,4080000000,2853000000,0,-4099000000,0,0,0,1590000000,0,0,0,329000000,2409000000,466000000,0,0,0,4080000000,4409000000,2024000000
TD,2016-01-31,CAD,8529000000,8529000000,1572000000,1572000000,4312000000,2983000000,0,-4217000000,0,0,0,1572000000,0,0,0,324000000,2660000000,546000000,0,0,0,4312000000,4636000000,2194000000
TD,2015-10-31,CAD,7709000000,7897000000,188000000,188000000,3511000000,2867000000,0,-4198000000,0,0,0,1442000000,0,0,0,320000000,1990000000,259000000,0,6127529591,0,3511000000,3831000000,1810000000
TD,2015-07-31,CAD,7927000000,7927000000,1569000000,1569000000,4309000000,2861000000,0,-3618000000,0,0,0,1569000000,0,0,0,315000000,2677000000,502000000,0,0,0,4309000000,4624000000,2238000000
TD,2015-04-30,CAD,7673000000,7673000000,1487000000,1487000000,3662000000,2872000000,0,-4011000000,0,0,0,1487000000,0,0,0,-18000000,2115000000,344000000,0,0,0,3662000000,3644000000,1831000000
TD,2015-01-31,CAD,7532000000,7532000000,1608000000,1608000000,4059000000,2943000000,0,-3473000000,0,0,0,1608000000,0,0,0,-15000000,2388000000,418000000,0,0,0,4059000000,4044000000,2033000000
TD,2014-10-31,CAD,7129000000,7129000000,1607000000,1607000000,3696000000,2862000000,0,-3433000000,0,0,0,1607000000,0,0,0,320000000,2030000000,370000000,0,6996538564,0,3696000000,4016000000,1719000000
TD,2014-07-31,CAD,7428000000,7428000000,1567000000,1567000000,3977000000,2923000000,0,-3451000000,0,0,0,1567000000,0,0,0,261000000,2360000000,330000000,0,0,0,3977000000,4238000000,2080000000
TD,2014-04-30,CAD,9267000000,9267000000,1539000000,1539000000,3482000000,4984000000,0,-5785000000,0,0,0,1647000000,0,0,0,283000000,1781000000,240000000,0,0,0,3482000000,3765000000,1595000000
TD,2014-01-31,CAD,7484000000,7484000000,1631000000,1631000000,4011000000,2773000000,0,-3473000000,0,0,0,1631000000,0,0,0,283000000,2330000000,365000000,0,0,0,4011000000,4294000000,2015000000
TD,2013-10-31,CAD,9267000000,9267000000,1648000000,1648000000,3482000000,4984000000,0,5178000000,0,0,0,1647000000,0,0,0,283000000,1781000000,240000000,0,6103921005,0,3482000000,3765000000,1595000000
TD,2013-07-31,CAD,5866000000,5866000000,1640000000,1640000000,3392000000,1916000000,0,-2474000000,0,0,0,1639000000,0,0,0,257000000,1704000000,252000000,0,0,0,3392000000,3649000000,1501000000
TD,2013-04-30,CAD,5917000000,5917000000,1566000000,1566000000,3554000000,1884000000,0,-2363000000,0,0,0,1566000000,0,0,0,253000000,1957000000,291000000,0,0,0,3554000000,3807000000,1697000000
TD,2013-01-31,CAD,5895000000,5895000000,1687000000,1687000000,3810000000,1894000000,0,-2085000000,0,0,0,1686000000,0,0,0,246000000,2091000000,360000000,0,0,0,3810000000,4056000000,1764000000
TD,2012-10-31,CAD,5271000000,5889000000,618000000,618000000,3529000000,1979000000,0,-1742000000,0,0,0,1780000000,0,0,0,263000000,1718000000,178000000,0,0,0,3529000000,3792000000,1571000000
TD,2012-07-31,CAD,5841000000,5841000000,1832000000,1832000000,3800000000,1933000000,0,-2041000000,0,0,0,1832000000,0,0,0,236000000,1932000000,291000000,0,0,0,3800000000,4036000000,1677000000
TD,2012-04-30,CAD,5750000000,5750000000,1803000000,1803000000,3821000000,2152000000,0,-1929000000,0,0,0,1803000000,0,0,0,242000000,1990000000,351000000,0,0,0,3821000000,4063000000,1667000000
TD,2012-01-31,CAD,5642000000,5642000000,1797000000,1797000000,3521000000,1932000000,0,-2121000000,0,0,0,1797000000,0,0,0,244000000,1689000000,272000000,0,0,0,3521000000,3765000000,1452000000
TD,2011-10-31,CAD,5337000000,5665000000,328000000,328000000,3293000000,2354000000,0,-2044000000,0,0,0,1406000000,0,0,0,317000000,1849000000,321000000,0,0,0,3293000000,3610000000,1566000000
TD,2011-07-31,CAD,5347000000,5347000000,1804000000,1804000000,3196000000,1808000000,0,-2151000000,0,0,0,1398000000,0,0,0,178000000,1766000000,348000000,0,0,0,3302000000,3480000000,1450000000
TD,2011-04-30,CAD,5122000000,5122000000,1782000000,1782000000,2984000000,1808000000,0,-2138000000,0,0,0,1365000000,0,0,0,293000000,1578000000,287000000,0,0,0,2984000000,3277000000,1332000000
TD,2011-01-31,CAD,5460000000,5460000000,1871000000,1871000000,3343000000,2138000000,0,-2117000000,0,0,0,1459000000,0,0,0,288000000,1853000000,343000000,0,0,0,3343000000,3631000000,1541000000
TD,2010-10-31,CAD,4720000000,4720000000,1510000000,1510000000,2878000000,1074000000,0,-1842000000,0,0,0,1510000000,0,0,0,332000000,1350000000,374000000,0,0,0,2878000000,3210000000,994000000
TD,2010-07-31,CAD,4744000000,4744000000,1455000000,1455000000,2942000000,1596000000,0,-1802000000,0,0,0,1455000000,0,0,0,288000000,1439000000,310000000,0,0,0,2942000000,3230000000,1177000000
TD,2010-04-30,CAD,4767000000,4767000000,1401000000,1401000000,2885000000,1946000000,0,-1882000000,0,0,0,1401000000,0,0,0,281000000,1449000000,308000000,0,0,0,2885000000,3166000000,1176000000
TD,2010-01-31,CAD,5037000000,5037000000,1478000000,1478000000,3045000000,1934000000,0,-1992000000,0,0,0,1478000000,0,0,0,292000000,1539000000,270000000,0,0,0,3045000000,3337000000,1297000000
TD,2009-10-31,CAD,4754000000,4754000000,1447000000,1447000000,2380000000,323000000,0,-2374000000,0,0,0,1447000000,0,0,0,317000000,893000000,55000000,0,0,0,2380000000,2697000000,878000000
TD,2009-07-31,CAD,4667000000,4667000000,1679000000,1679000000,2800000000,1823000000,0,-1867000000,0,0,0,1679000000,0,0,0,314000000,1065000000,209000000,0,0,0,2800000000,3114000000,912000000
TD,2009-04-30,CAD,4325000000,4325000000,1960000000,1960000000,2613000000,1922000000,0,-1712000000,0,0,0,1960000000,0,0,0,309807276,618000000,35000000,0,0,0,2613000000,2922807276,618000000
TD,2009-01-31,CAD,4239183874,4239183874,2475000000,2475000000,3129301868,1477384464,0,-1109882006,0,0,0,2475417896,0,0,0,312192724,653883972,-57767945,0,0,0,3129301868,3441494592,711651917
TD,2008-10-31,CAD,3440816756,3440816756,2690000000,2690000000,3449892502,1248441179,0,9075746,0,0,0,2493334918,0,0,0,291267207,956557584,8347107,0,0,0,3449892502,3741159709,948210477
TD,2008-07-31,CAD,4116000000,4116000000,2693000000,2693000000,3812000000,1342000000,0,-304000000,0,0,0,2693000000,0,0,0,317776820,1119000000,122000000,0,0,0,3812000000,4129776820,997000000
TD,2008-04-30,CAD,3458910991,3458910991,2712000000,2712000000,3724131003,1137231264,0,265220012,0,0,0,2712477396,0,0,0,202051727,1011653607,159734780,0,0,0,3724131003,3926182730,851918827
TD,2008-01-31,CAD,3744979919,3744979919,2957000000,2957000000,4161646587,1170682731,0,416666668,0,0,0,2956827310,0,0,0,203815261,1204819277,234939759,0,0,0,4161646587,4365461848,969879518
TD,2007-10-31,CAD,3721013566,3721013566,2893000000,2893000000,4140333823,1118616005,0,419320257,0,0,0,2892657597,0,0,0,237908856,1247676226,153671830,0,0,0,4140333823,4378242679,1094004396
TD,2007-07-31,CAD,3719518688,3719518688,2652000000,2652000000,4003833457,1160685763,0,284314769,0,0,0,2652539666,0,0,0,218056100,1351293791,248109892,0,0,0,4003833457,4221889557,1103183899
TD,2007-04-30,CAD,3564059900,3564059900,2674000000,2674000000,3787021631,1169162507,0,222961731,0,0,0,2674431503,0,0,0,204998332,1112590128,234054354,0,0,0,3787021631,3992019963,878535774
TD,2007-01-31,CAD,3537918871,3537918871,2709000000,2709000000,3847148736,1156966490,0,309229865,0,0,0,2708994709,0,0,0,199882422,1138154027,217519106,0,0,0,3847148736,4047031158,920634921
TD,2006-10-31,CAD,1783051301,1783051301,2516000000,2516000000,3453326467,1115301493,0,1670275166,0,0,0,2516040242,0,0,0,223694225,937286225,174830148,0,0,0,3453326467,3677020692,762456077
TD,2006-07-31,CAD,3339744315,3339744315,2367000000,2367000000,3398574500,1101934608,0,58830185,0,0,0,2366783573,0,0,0,209187406,1031790927,235320738,0,0,0,3398574500,3607761906,796470189
TD,2006-04-30,CAD,3152841353,3152841353,2131000000,2131000000,3113765770,1092999889,0,-39075583,0,0,0,2131293960,0,0,0,202527461,982471810,244501507,0,0,0,3113765770,3316293231,737970303
TD,2006-01-31,CAD,3403504779,3403504779,2184000000,2184000000,4710969503,1174328630,0,1307464724,0,0,0,2184797451,0,0,0,212790168,2526172052,219617660,0,0,0,4710969503,4923759671,2306554392
TD,2005-10-31,CAD,3081585528,3081585528,1810000000,1810000000,2653562486,1126024727,0,-428023042,0,0,0,1810456658,0,0,0,229937913,843105828,253323861,0,0,0,2653562486,2883500399,589781967
TD,2005-07-31,CAD,3099057182,3099057182,1737000000,1737000000,2161136280,1082404800,0,-937920902,0,0,0,1737480103,0,0,0,234910476,423656177,12244398,0,0,0,2161136280,2396046756,411411779
TD,2005-04-30,CAD,2909319900,2909319900,1620000000,1620000000,2431989925,1028967255,0,-477329975,0,0,0,1619647355,0,0,0,207041524,812342570,212846348,0,0,0,2431989925,2639031449,599496222
TD,2005-01-31,CAD,2806995783,2806995783,1601000000,1601000000,2452245100,981146118,0,-354750683,0,0,0,1601339618,0,0,0,195981146,850905482,220788886,0,0,0,2452245100,2648226246,630116596
CM,2025-01-31,CAD,7252000000,7252000000,0,0,0,2277000000,0,7252000000,0,3801000000,12719000000,8918000000,0,0,0,286000000,2830000000,659000000,0,2171000000,0,0,0,2163000000
CM,2024-10-31,CAD,6598000000,6598000000,0,0,2804000000,2207000000,0,3794000000,0,3633000000,13231000000,9598000000,0,0,0,289000000,2407000000,525000000,0,1882000000,0,2804000000,3093000000,1874000000
CM,2024-07-31,CAD,6584000000,6584000000,-463000000,-463000000,2904000000,2095000000,0,3680000000,0,3532000000,13447000000,9915000000,0,0,0,317000000,2439000000,644000000,0,1795000000,0,2904000000,3221000000,1786000000
CM,2024-04-30,CAD,6139000000,6139000000,0,0,2651000000,2009000000,0,3488000000,0,3281000000,12773000000,9492000000,0,0,0,288000000,2149000000,400000000,0,1749000000,0,2651000000,2939000000,1739000000
CM,2024-01-31,CAD,6205000000,6205000000,0,0,2831000000,1950000000,0,3374000000,0,3249000000,12734000000,9485000000,0,0,0,276000000,2171000000,443000000,0,1728000000,0,2831000000,3107000000,1716000000
CM,2023-10-31,CAD,5849000000,5849000000,0,0,1855000000,1890000000,0,-3994000000,0,3197000000,12457000000,9260000000,0,0,0,310000000,1863000000,380000000,0,1483000000,0,1855000000,2165000000,1475000000
CM,2023-07-31,CAD,5847000000,5847000000,0,0,1797000000,1888000000,0,-4050000000,0,3236000000,11619000000,8383000000,0,0,0,274000000,1807000000,377000000,0,1430000000,0,1797000000,2071000000,1420000000
CM,2023-04-30,CAD,5663000000,5663000000,0,0,9609000000,1863000000,0,3946000000,0,3187000000,10683000000,7496000000,0,0,0,282000000,2124000000,436000000,0,1688000000,0,9609000000,9891000000,1678000000
CM,2023-01-31,CAD,5931000000,5931000000,0,0,8216000000,1909000000,0,2285000000,0,3205000000,10260000000,7055000000,0,0,0,277000000,1170000000,738000000,0,432000000,0,8216000000,8493000000,424000000
CM,2022-10-31,CAD,5367000000,5367000000,0,0,6469000000,1897000000,0,1998000000,0,3185000000,8192000000,5007000000,0,0,0,278000000,1469000000,284000000,0,1185000000,0,6469000000,6747000000,1178000000
CM,2022-07-31,CAD,5554000000,5554000000,0,0,4703000000,1767000000,0,-851000000,0,3236000000,5800000000,2564000000,0,0,0,260000000,2145000000,479000000,0,1666000000,0,4703000000,4963000000,1660000000
CM,2022-04-30,CAD,5358000000,5358000000,0,0,3112000000,1746000000,0,-2246000000,0,3088000000,4246000000,1158000000,0,0,0,256000000,1959000000,436000000,0,1523000000,0,3112000000,3368000000,1518000000
CM,2022-01-31,CAD,5485000000,5485000000,0,0,3204000000,1747000000,0,-2281000000,0,3132000000,3941000000,809000000,0,0,0,253000000,2400000000,531000000,0,1869000000,0,3204000000,3457000000,1864000000
CM,2021-10-31,CAD,5053000000,5053000000,0,0,2604000000,1669000000,0,-2449000000,0,2980000000,3737000000,757000000,0,0,0,287000000,1851000000,411000000,0,1440000000,0,2604000000,2891000000,1436000000
CM,2021-07-31,CAD,5044000000,5044000000,0,0,2999000000,1619000000,0,1674000000,0,2893000000,3660000000,767000000,0,0,0,244000000,2237000000,507000000,0,1730000000,0,2999000000,3243000000,1725000000
CM,2021-04-30,CAD,4916000000,4916000000,0,0,2966000000,1598000000,0,1648000000,0,2747000000,3573000000,826000000,0,0,0,249000000,2144000000,493000000,0,1651000000,0,2966000000,3215000000,1647000000
CM,2021-01-31,CAD,4947000000,4947000000,0,0,3018000000,1564000000,0,1609000000,0,2839000000,3771000000,932000000,0,0,0,237000000,2090000000,465000000,0,1625000000,0,3018000000,3255000000,1621000000
CM,2020-10-31,CAD,4588000000,4588000000,0,0,2425000000,1371000000,0,1442000000,0,2792000000,3800000000,1008000000,0,0,0,536000000,1418000000,402000000,0,1016000000,0,2425000000,2961000000,1015000000
CM,2020-07-31,CAD,4683000000,4683000000,0,0,2588000000,1512000000,0,1563000000,0,2729000000,3838000000,1109000000,0,0,0,249000000,1481000000,309000000,0,1172000000,0,2588000000,2837000000,1170000000
CM,2020-04-30,CAD,4554000000,4554000000,1940000000,1940000000,2410000000,1479000000,0,1551000000,0,2762000000,4702000000,1940000000,0,0,0,280000000,462000000,70000000,0,392000000,0,2410000000,2690000000,400000000
CM,2020-01-31,CAD,4837000000,4837000000,2421000000,2421000000,3943000000,1558000000,0,1635000000,0,2761000000,5182000000,2421000000,0,0,0,246000000,1529000000,317000000,0,1212000000,0,3943000000,4189000000,1205000000
CM,2019-10-31,CAD,4743000000,4734000000,-9000000,-9000000,4000000000,1436000000,0,1531000000,0,2801000000,5277000000,2476000000,0,0,0,312000000,1532000000,339000000,0,1193000000,0,4000000000,4312000000,1185000000
CM,2019-07-31,CAD,4695000000,4695000000,2577000000,2577000000,4342000000,1469000000,0,1562000000,0,2694000000,5271000000,2577000000,0,0,0,177000000,1771000000,373000000,0,1398000000,0,4342000000,4519000000,1392000000
CM,2019-04-30,CAD,4503000000,4503000000,2565000000,2565000000,4257000000,1421000000,0,1511000000,0,2460000000,5025000000,2565000000,0,0,0,178000000,1699000000,351000000,0,1348000000,0,4257000000,4435000000,1341000000
CM,2019-01-31,CAD,4535000000,4535000000,2528000000,2528000000,3991000000,1400000000,0,1481000000,0,2596000000,5124000000,2528000000,0,0,0,171000000,1467000000,285000000,0,1182000000,0,3991000000,4162000000,1178000000
CM,2018-10-31,CAD,4425000000,4425000000,-61000000,-61000000,3792000000,1353000000,0,1448000000,0,0,0,2197000000,0,0,0,162000000,1597000000,329000000,0,963892056.3,0,3792000000,3954000000,1266000000
CM,2018-07-31,CAD,4509000000,4509000000,1979000000,1979000000,3709000000,1437000000,0,1520000000,0,0,0,1979000000,0,0,0,167000000,1734000000,365000000,0,1052510187,0,3709000000,3876000000,1365000000
CM,2018-04-30,CAD,4344000000,4344000000,1753000000,1753000000,3394000000,1414000000,0,1491000000,0,0,0,1753000000,0,0,0,162000000,1647000000,328000000,0,1027258567,0,3394000000,3556000000,1313000000
CM,2018-01-31,CAD,4411000000,4411000000,1511000000,1511000000,3234000000,1461000000,0,1533000000,0,0,0,1511000000,0,0,0,166000000,1728000000,400000000,0,1078359724,0,3234000000,3400000000,1323000000
CM,2017-10-31,CAD,4243000000,4243000000,1361000000,1361000000,2826000000,1316000000,0,1405000000,0,0,0,1361000000,0,0,0,152000000,1470000000,306000000,0,1978891821,0,2826000000,2978000000,1159000000
CM,2017-07-31,CAD,4072000000,4072000000,1142000000,1142000000,2581000000,1324000000,0,1400000000,0,0,0,1142000000,0,0,0,143000000,1443000000,346000000,0,4278387691,0,2581000000,2724000000,1093000000
CM,2017-04-30,CAD,3671000000,3671000000,1063000000,1063000000,2302000000,1249000000,0,1312000000,0,0,0,1063000000,0,0,0,127000000,1244000000,194000000,0,-3346246619,0,2302000000,2429000000,1045000000
CM,2017-01-31,CAD,3887000000,3887000000,1050000000,1050000000,2768000000,1309000000,0,1363000000,0,0,0,1050000000,0,0,0,120000000,1723000000,316000000,0,1079815810,0,2768000000,2888000000,1402000000
CM,2016-10-31,CAD,3646000000,3646000000,1005000000,1005000000,2113000000,1292000000,0,1369000000,0,0,0,1005000000,0,0,0,129000000,1112000000,181000000,0,3202833706,0,2113000000,2242000000,927000000
CM,2016-07-31,CAD,3683000000,3683000000,955000000,955000000,2624000000,1274000000,0,1340000000,0,0,0,955000000,0,0,0,115000000,1675000000,234000000,0,0,0,2624000000,2739000000,1435000000
CM,2016-04-30,CAD,3552000000,3552000000,905000000,905000000,1965000000,1199000000,0,1262000000,0,0,0,905000000,0,0,0,112000000,1065000000,124000000,0,0,0,1965000000,2077000000,936000000
